shipment_id,origin,destination,carrier,mode,scheduled_departure,scheduled_arrival,distance_km,cargo_value,container_type,customer_tier
SH645,Port of Newark,Port of Dubai,Swift Logistics,Air,2026-06-02T08:00:00,2026-06-02T12:00:00,9777,9273048,Open Top,Tier 3
SH646,Port of Hamburg,Port of Shanghai,Oceanic Link,Rail,2026-06-16T08:00:00,2026-06-19T23:00:00,5755,1294360,Reefer,Tier 3
SH647,Port of Hamburg,Port of Singapore,Global Trans,Rail,2026-06-07T08:00:00,2026-06-09T23:00:00,4292,956450,Open Top,Tier 3
SH648,Port of Los Angeles,Port of Mumbai,Atlas Freight,Air,2026-06-26T08:00:00,2026-06-26T04:00:00,3472,8547552,Dry Van,Tier 2
SH649,Port of Los Angeles,Port of Hamburg,Apex Cargo,Ocean,2026-06-29T08:00:00,2026-06-30T11:00:00,10185,2003341,Reefer,Tier 2
SH650,Port of Hamburg,Port of Sydney,Swift Logistics,Ocean,2026-06-12T08:00:00,2026-06-18T14:00:00,7904,345866,Reefer,Tier 2
SH651,Port of Singapore,Port of Sydney,Swift Logistics,Road,2026-06-26T08:00:00,2026-06-29T13:00:00,5955,3673425,Reefer,Tier 2
SH652,Port of Tokyo,Port of Hamburg,Oceanic Link,Rail,2026-06-06T08:00:00,2026-06-16T08:00:00,14897,4141685,Standard,Tier 2
SH653,Port of Rotterdam,Port of New York,Apex Cargo,Ocean,2026-06-27T08:00:00,2026-06-30T12:00:00,6611,9401060,Reefer,Tier 2
SH654,Port of Los Angeles,Port of Singapore,Global Trans,Road,2026-06-23T08:00:00,2026-06-28T18:00:00,9666,5785630,Open Top,Tier 2
SH655,Port of Mumbai,Port of London,Global Trans,Ocean,2026-06-01T08:00:00,2026-06-06T19:00:00,6983,5030939,Standard,Tier 2
SH656,Port of Hamburg,Port of Shanghai,Apex Cargo,Ocean,2026-06-14T08:00:00,2026-06-21T17:00:00,9299,5243378,Flat Rack,Tier 3
SH657,Port of Singapore,Port of New York,Oceanic Link,Rail,2026-06-13T08:00:00,2026-06-13T14:00:00,865,6060554,Flat Rack,Tier 2
SH658,Port of Mumbai,Port of Dubai,Global Trans,Rail,2026-06-16T08:00:00,2026-06-17T23:00:00,2878,967472,Flat Rack,Tier 1
SH659,Port of Rotterdam,Port of Sydney,Atlas Freight,Road,2026-06-10T08:00:00,2026-06-10T20:00:00,1456,9027182,Dry Van,Tier 3
SH660,Port of Rotterdam,Port of London,Swift Logistics,Road,2026-06-03T08:00:00,2026-06-10T19:00:00,13138,5583326,Flat Rack,Tier 2
SH661,Port of Los Angeles,Port of Dubai,Swift Logistics,Ocean,2026-06-03T08:00:00,2026-06-07T05:00:00,5094,8553197,Open Top,Tier 3
SH662,Port of Mumbai,Port of Singapore,Global Trans,Ocean,2026-06-03T08:00:00,2026-06-04T05:00:00,1491,1605811,Dry Van,Tier 1
SH663,Port of Newark,Port of London,Apex Cargo,Ocean,2026-06-10T08:00:00,2026-06-22T11:00:00,14973,6936940,Dry Van,Tier 2
SH664,Port of Hamburg,Port of Sydney,Oceanic Link,Rail,2026-06-23T08:00:00,2026-06-24T21:00:00,2758,5303974,Dry Van,Tier 3
SH665,Port of Los Angeles,Port of London,Swift Logistics,Ocean,2026-06-22T08:00:00,2026-06-30T06:00:00,12326,7150052,Open Top,Tier 2
SH666,Port of Shanghai,Port of Hamburg,Atlas Freight,Air,2026-06-29T08:00:00,2026-06-29T18:00:00,14732,468829,Dry Van,Tier 3
SH667,Port of Singapore,Port of Dubai,Global Trans,Rail,2026-06-25T08:00:00,2026-06-30T19:00:00,9790,1593812,Standard,Tier 3
SH668,Port of Shanghai,Port of New York,Global Trans,Air,2026-06-08T08:00:00,2026-06-08T13:00:00,10566,7354000,Open Top,Tier 2
SH669,Port of Los Angeles,Port of New York,Global Trans,Road,2026-06-16T08:00:00,2026-06-23T16:00:00,12880,7607773,Reefer,Tier 1
SH670,Port of Shanghai,Port of Singapore,Swift Logistics,Road,2026-06-03T08:00:00,2026-06-03T10:00:00,706,9573979,Open Top,Tier 3
SH671,Port of Los Angeles,Port of Shanghai,Global Trans,Air,2026-06-06T08:00:00,2026-06-06T05:00:00,4608,5836572,Reefer,Tier 3
SH672,Port of Singapore,Port of Sydney,Global Trans,Road,2026-06-08T08:00:00,2026-06-13T03:00:00,8635,5025467,Dry Van,Tier 1
SH673,Port of Hamburg,Port of Dubai,Oceanic Link,Rail,2026-06-13T08:00:00,2026-06-15T00:00:00,2887,8926659,Dry Van,Tier 2
SH674,Port of Rotterdam,Port of Singapore,Swift Logistics,Ocean,2026-06-20T08:00:00,2026-06-26T13:00:00,7882,5905319,Standard,Tier 3
SH675,Port of Hamburg,Port of Dubai,Oceanic Link,Road,2026-06-21T08:00:00,2026-06-23T06:00:00,3794,3169734,Standard,Tier 2
SH676,Port of Mumbai,Port of Singapore,Atlas Freight,Rail,2026-06-10T08:00:00,2026-06-19T19:00:00,14120,6193243,Standard,Tier 3
SH677,Port of Mumbai,Port of New York,Swift Logistics,Air,2026-06-26T08:00:00,2026-06-26T02:00:00,2046,1540017,Reefer,Tier 2
SH678,Port of Singapore,Port of Dubai,Atlas Freight,Air,2026-06-20T08:00:00,2026-06-20T04:00:00,3275,2637551,Open Top,Tier 2
SH679,Port of Rotterdam,Port of London,Oceanic Link,Rail,2026-06-08T08:00:00,2026-06-14T10:00:00,9275,9672823,Open Top,Tier 2
SH680,Port of Rotterdam,Port of New York,Apex Cargo,Air,2026-06-17T08:00:00,2026-06-17T09:00:00,7211,3368843,Reefer,Tier 2
SH681,Port of Los Angeles,Port of London,Apex Cargo,Rail,2026-06-06T08:00:00,2026-06-09T05:00:00,4631,9269865,Open Top,Tier 1
SH682,Port of Tokyo,Port of Shanghai,Global Trans,Road,2026-06-10T08:00:00,2026-06-14T18:00:00,8042,3951403,Flat Rack,Tier 2
SH683,Port of Newark,Port of Shanghai,Swift Logistics,Rail,2026-06-10T08:00:00,2026-06-12T13:00:00,3683,1792166,Standard,Tier 2
SH684,Port of Shanghai,Port of Singapore,Global Trans,Ocean,2026-06-25T08:00:00,2026-06-30T16:00:00,6827,2319409,Standard,Tier 1
SH685,Port of Newark,Port of Hamburg,Swift Logistics,Rail,2026-06-23T08:00:00,2026-06-30T12:00:00,13723,647904,Reefer,Tier 2
SH686,Port of Tokyo,Port of London,Oceanic Link,Rail,2026-06-18T08:00:00,2026-06-20T01:00:00,2940,1654243,Reefer,Tier 1
SH687,Port of Hamburg,Port of Mumbai,Atlas Freight,Rail,2026-06-03T08:00:00,2026-06-05T12:00:00,3609,9898018,Open Top,Tier 2
SH688,Port of Newark,Port of Hamburg,Atlas Freight,Road,2026-06-17T08:00:00,2026-06-23T21:00:00,11569,4148535,Flat Rack,Tier 3
SH689,Port of Hamburg,Port of Singapore,Swift Logistics,Ocean,2026-06-22T08:00:00,2026-06-30T12:00:00,13804,5110795,Reefer,Tier 3
SH690,Port of Los Angeles,Port of Sydney,Oceanic Link,Ocean,2026-06-03T08:00:00,2026-06-04T19:00:00,2195,8949770,Open Top,Tier 1
SH691,Port of Los Angeles,Port of Dubai,Apex Cargo,Air,2026-06-23T08:00:00,2026-06-23T04:00:00,3285,3687967,Flat Rack,Tier 3
SH692,Port of Newark,Port of New York,Oceanic Link,Air,2026-06-27T08:00:00,2026-06-27T12:00:00,9921,3731890,Reefer,Tier 2
SH693,Port of Los Angeles,Port of Mumbai,Swift Logistics,Road,2026-06-09T08:00:00,2026-06-09T12:00:00,848,7402132,Open Top,Tier 3
SH694,Port of Tokyo,Port of New York,Apex Cargo,Air,2026-06-10T08:00:00,2026-06-10T18:00:00,14407,6615269,Open Top,Tier 1
SH695,Port of Singapore,Port of Mumbai,Atlas Freight,Rail,2026-06-15T08:00:00,2026-06-22T22:00:00,11456,6866080,Open Top,Tier 2
SH696,Port of Hamburg,Port of Mumbai,Global Trans,Rail,2026-06-27T08:00:00,2026-06-30T14:00:00,6629,4330428,Dry Van,Tier 2
SH697,Port of Hamburg,Port of Shanghai,Apex Cargo,Ocean,2026-06-17T08:00:00,2026-06-24T08:00:00,8847,9277535,Reefer,Tier 3
SH698,Port of Mumbai,Port of Shanghai,Apex Cargo,Rail,2026-06-21T08:00:00,2026-06-21T16:00:00,997,4734013,Reefer,Tier 1
SH699,Port of Mumbai,Port of New York,Oceanic Link,Rail,2026-06-12T08:00:00,2026-06-21T21:00:00,14278,7986627,Standard,Tier 2
SH700,Port of Tokyo,Port of London,Atlas Freight,Air,2026-06-15T08:00:00,2026-06-15T06:00:00,5012,6146696,Open Top,Tier 3
SH701,Port of Shanghai,Port of Sydney,Swift Logistics,Road,2026-06-12T08:00:00,2026-06-20T06:00:00,13909,2871839,Standard,Tier 2
SH702,Port of Shanghai,Port of London,Oceanic Link,Ocean,2026-06-08T08:00:00,2026-06-17T16:00:00,11643,2165226,Open Top,Tier 2
SH703,Port of Singapore,Port of New York,Swift Logistics,Road,2026-06-26T08:00:00,2026-06-30T18:00:00,11354,2138618,Standard,Tier 2
SH704,Port of Hamburg,Port of New York,Apex Cargo,Rail,2026-06-13T08:00:00,2026-06-21T10:00:00,12170,6809991,Reefer,Tier 2
SH705,Port of Newark,Port of Dubai,Oceanic Link,Ocean,2026-06-21T08:00:00,2026-06-25T00:00:00,4822,2685122,Dry Van,Tier 2
SH706,Port of Rotterdam,Port of Hamburg,Swift Logistics,Road,2026-06-28T08:00:00,2026-06-30T03:00:00,5263,9020512,Dry Van,Tier 1
SH707,Port of Singapore,Port of New York,Apex Cargo,Road,2026-06-04T08:00:00,2026-06-08T17:00:00,7911,3424659,Reefer,Tier 3
SH708,Port of Singapore,Port of London,Atlas Freight,Air,2026-06-28T08:00:00,2026-06-28T04:00:00,3859,276256,Standard,Tier 2
SH709,Port of Mumbai,Port of Sydney,Global Trans,Rail,2026-06-10T08:00:00,2026-06-16T23:00:00,10070,7051837,Dry Van,Tier 3
SH710,Port of Singapore,Port of Mumbai,Atlas Freight,Rail,2026-06-12T08:00:00,2026-06-15T12:00:00,5067,6128159,Reefer,Tier 3
SH711,Port of Rotterdam,Port of Mumbai,Atlas Freight,Road,2026-06-02T08:00:00,2026-06-06T05:00:00,7115,6842566,Flat Rack,Tier 2
SH712,Port of Rotterdam,Port of Hamburg,Global Trans,Ocean,2026-06-03T08:00:00,2026-06-11T07:00:00,9997,6111266,Dry Van,Tier 2
SH713,Port of Singapore,Port of Dubai,Oceanic Link,Road,2026-06-26T08:00:00,2026-06-27T00:00:00,1686,6534427,Standard,Tier 3
SH714,Port of Tokyo,Port of Hamburg,Global Trans,Rail,2026-06-02T08:00:00,2026-06-10T23:00:00,12927,9084883,Standard,Tier 2
SH715,Port of Mumbai,Port of Sydney,Global Trans,Ocean,2026-06-01T08:00:00,2026-06-12T11:00:00,13772,9422275,Flat Rack,Tier 3
SH716,Port of Los Angeles,Port of New York,Apex Cargo,Road,2026-06-25T08:00:00,2026-06-30T04:00:00,8685,1642173,Open Top,Tier 3
SH717,Port of Hamburg,Port of Mumbai,Global Trans,Ocean,2026-06-15T08:00:00,2026-06-24T00:00:00,10809,347584,Dry Van,Tier 2
SH718,Port of Tokyo,Port of Sydney,Swift Logistics,Air,2026-06-23T08:00:00,2026-06-23T16:00:00,13448,2921259,Dry Van,Tier 3
SH719,Port of Newark,Port of Dubai,Global Trans,Air,2026-06-11T08:00:00,2026-06-11T06:00:00,4940,5431299,Standard,Tier 1
SH720,Port of Hamburg,Port of New York,Global Trans,Ocean,2026-06-29T08:00:00,2026-06-30T20:00:00,2216,9354612,Dry Van,Tier 3
SH721,Port of Hamburg,Port of Mumbai,Swift Logistics,Rail,2026-06-11T08:00:00,2026-06-20T22:00:00,14325,2564368,Open Top,Tier 3
SH722,Port of Los Angeles,Port of Sydney,Atlas Freight,Road,2026-06-29T08:00:00,2026-06-30T06:00:00,2125,1895964,Dry Van,Tier 3
SH723,Port of Hamburg,Port of Singapore,Atlas Freight,Air,2026-06-15T08:00:00,2026-06-15T16:00:00,13393,8031512,Reefer,Tier 2
SH724,Port of Singapore,Port of Shanghai,Atlas Freight,Ocean,2026-06-01T08:00:00,2026-06-09T14:00:00,10303,689872,Flat Rack,Tier 3
SH725,Port of Shanghai,Port of Singapore,Global Trans,Air,2026-06-08T08:00:00,2026-06-08T02:00:00,1949,1697824,Dry Van,Tier 2
SH726,Port of Mumbai,Port of Shanghai,Oceanic Link,Ocean,2026-06-17T08:00:00,2026-06-25T22:00:00,10729,8760745,Flat Rack,Tier 1
SH727,Port of Newark,Port of New York,Apex Cargo,Air,2026-06-29T08:00:00,2026-06-29T16:00:00,12950,9005118,Flat Rack,Tier 3
SH728,Port of Rotterdam,Port of London,Oceanic Link,Road,2026-06-05T08:00:00,2026-06-10T22:00:00,9960,4867911,Dry Van,Tier 1
SH729,Port of Mumbai,Port of Dubai,Oceanic Link,Road,2026-06-26T08:00:00,2026-06-30T16:00:00,7884,563953,Reefer,Tier 3
SH730,Port of Los Angeles,Port of New York,Swift Logistics,Rail,2026-06-14T08:00:00,2026-06-23T09:00:00,13541,387283,Standard,Tier 3
SH731,Port of Hamburg,Port of Shanghai,Atlas Freight,Road,2026-06-03T08:00:00,2026-06-07T19:00:00,8066,628110,Dry Van,Tier 1
SH732,Port of Shanghai,Port of Dubai,Swift Logistics,Rail,2026-06-08T08:00:00,2026-06-09T11:00:00,2135,7203314,Reefer,Tier 3
SH733,Port of Newark,Port of London,Apex Cargo,Ocean,2026-06-04T08:00:00,2026-06-14T01:00:00,12090,6192314,Reefer,Tier 1
SH734,Port of Hamburg,Port of Singapore,Global Trans,Rail,2026-06-16T08:00:00,2026-06-23T17:00:00,11137,3295988,Open Top,Tier 3
SH735,Port of Los Angeles,Port of Shanghai,Atlas Freight,Ocean,2026-06-22T08:00:00,2026-06-30T07:00:00,9999,1870908,Reefer,Tier 3
SH736,Port of Newark,Port of Shanghai,Swift Logistics,Road,2026-06-24T08:00:00,2026-06-26T09:00:00,4058,7334268,Reefer,Tier 3
SH737,Port of Los Angeles,Port of Dubai,Global Trans,Ocean,2026-06-06T08:00:00,2026-06-16T01:00:00,12076,2383647,Dry Van,Tier 1
SH738,Port of Singapore,Port of Hamburg,Apex Cargo,Ocean,2026-06-13T08:00:00,2026-06-22T13:00:00,11472,4464011,Reefer,Tier 3
SH739,Port of Tokyo,Port of London,Global Trans,Ocean,2026-06-06T08:00:00,2026-06-08T12:00:00,3041,9264571,Open Top,Tier 3
SH740,Port of Newark,Port of Hamburg,Global Trans,Road,2026-06-20T08:00:00,2026-06-21T03:00:00,1947,2611913,Standard,Tier 2
SH741,Port of Mumbai,Port of Sydney,Swift Logistics,Air,2026-06-04T08:00:00,2026-06-04T05:00:00,4222,8246906,Standard,Tier 3
SH742,Port of Shanghai,Port of Mumbai,Swift Logistics,Ocean,2026-06-20T08:00:00,2026-06-29T07:00:00,11155,540999,Dry Van,Tier 3
SH743,Port of Mumbai,Port of Shanghai,Swift Logistics,Ocean,2026-06-14T08:00:00,2026-06-23T14:00:00,11502,6617304,Open Top,Tier 1
SH744,Port of Shanghai,Port of Hamburg,Oceanic Link,Road,2026-06-15T08:00:00,2026-06-20T16:00:00,9532,6474342,Reefer,Tier 3
SH745,Port of Hamburg,Port of Shanghai,Atlas Freight,Rail,2026-06-16T08:00:00,2026-06-26T02:00:00,14538,347883,Reefer,Tier 1
SH746,Port of Tokyo,Port of Mumbai,Global Trans,Air,2026-06-09T08:00:00,2026-06-09T05:00:00,4061,9054024,Reefer,Tier 2
SH747,Port of Shanghai,Port of New York,Swift Logistics,Rail,2026-06-22T08:00:00,2026-06-29T11:00:00,10787,2709786,Dry Van,Tier 3
SH748,Port of Hamburg,Port of Shanghai,Oceanic Link,Rail,2026-06-10T08:00:00,2026-06-12T09:00:00,3441,5298575,Reefer,Tier 3
SH749,Port of Singapore,Port of New York,Swift Logistics,Road,2026-06-27T08:00:00,2026-06-30T15:00:00,9475,8100418,Reefer,Tier 3
SH750,Port of Singapore,Port of New York,Oceanic Link,Rail,2026-06-13T08:00:00,2026-06-16T12:00:00,5086,7546110,Reefer,Tier 3
SH751,Port of Los Angeles,Port of Singapore,Global Trans,Air,2026-06-08T08:00:00,2026-06-08T06:00:00,5422,959210,Dry Van,Tier 3
SH752,Port of Tokyo,Port of Singapore,Atlas Freight,Rail,2026-06-29T08:00:00,2026-06-29T10:00:00,640,1477197,Dry Van,Tier 3
SH753,Port of Shanghai,Port of Sydney,Apex Cargo,Rail,2026-06-29T08:00:00,2026-06-30T11:00:00,6456,361385,Open Top,Tier 2
SH754,Port of Tokyo,Port of Sydney,Apex Cargo,Air,2026-06-20T08:00:00,2026-06-20T15:00:00,12426,859359,Reefer,Tier 3
SH755,Port of Los Angeles,Port of London,Apex Cargo,Ocean,2026-06-20T08:00:00,2026-06-23T23:00:00,4790,119518,Open Top,Tier 3
SH756,Port of Rotterdam,Port of London,Global Trans,Ocean,2026-06-25T08:00:00,2026-06-28T21:00:00,4659,2826374,Open Top,Tier 3
SH757,Port of Mumbai,Port of Shanghai,Atlas Freight,Air,2026-06-04T08:00:00,2026-06-04T04:00:00,3465,2479151,Reefer,Tier 1
SH758,Port of Mumbai,Port of New York,Swift Logistics,Road,2026-06-29T08:00:00,2026-06-30T09:00:00,10773,8764892,Dry Van,Tier 3
SH759,Port of Los Angeles,Port of New York,Atlas Freight,Rail,2026-06-19T08:00:00,2026-06-28T20:00:00,14178,1820403,Standard,Tier 2
SH760,Port of Mumbai,Port of Singapore,Atlas Freight,Road,2026-06-04T08:00:00,2026-06-06T07:00:00,3906,7978248,Open Top,Tier 3
SH761,Port of Singapore,Port of Hamburg,Apex Cargo,Rail,2026-06-12T08:00:00,2026-06-19T08:00:00,10570,4772340,Reefer,Tier 1
SH762,Port of Singapore,Port of London,Global Trans,Ocean,2026-06-03T08:00:00,2026-06-07T08:00:00,5213,3111342,Open Top,Tier 3
SH763,Port of Shanghai,Port of London,Apex Cargo,Road,2026-06-27T08:00:00,2026-06-30T10:00:00,14150,3484078,Flat Rack,Tier 3
SH764,Port of Los Angeles,Port of Hamburg,Global Trans,Air,2026-06-16T08:00:00,2026-06-16T03:00:00,2863,5645095,Standard,Tier 3
SH765,Port of Mumbai,Port of Shanghai,Apex Cargo,Road,2026-06-21T08:00:00,2026-06-23T04:00:00,3678,6897575,Standard,Tier 1
SH766,Port of Los Angeles,Port of Singapore,Global Trans,Road,2026-06-28T08:00:00,2026-06-30T08:00:00,8997,4672942,Standard,Tier 3
SH767,Port of Newark,Port of Mumbai,Atlas Freight,Ocean,2026-06-26T08:00:00,2026-06-30T01:00:00,7261,3946937,Open Top,Tier 1
SH768,Port of Rotterdam,Port of Shanghai,Global Trans,Road,2026-06-27T08:00:00,2026-06-30T18:00:00,7998,9789458,Open Top,Tier 1
SH769,Port of Shanghai,Port of New York,Global Trans,Ocean,2026-06-20T08:00:00,2026-06-30T04:00:00,13443,6486737,Open Top,Tier 1
SH770,Port of Mumbai,Port of London,Oceanic Link,Rail,2026-06-13T08:00:00,2026-06-16T17:00:00,5373,4121867,Reefer,Tier 2
SH771,Port of Newark,Port of Mumbai,Global Trans,Road,2026-06-20T08:00:00,2026-06-27T20:00:00,13208,8587333,Flat Rack,Tier 3
SH772,Port of Singapore,Port of Dubai,Swift Logistics,Ocean,2026-06-12T08:00:00,2026-06-22T22:00:00,13123,6384625,Reefer,Tier 3
SH773,Port of Newark,Port of Mumbai,Atlas Freight,Air,2026-06-20T08:00:00,2026-06-20T16:00:00,12988,7087449,Standard,Tier 2
SH774,Port of Tokyo,Port of Sydney,Global Trans,Ocean,2026-06-27T08:00:00,2026-06-30T20:00:00,14246,5505483,Open Top,Tier 1
SH775,Port of Singapore,Port of Shanghai,Oceanic Link,Air,2026-06-20T08:00:00,2026-06-20T09:00:00,7952,5596510,Open Top,Tier 3
SH776,Port of Hamburg,Port of Shanghai,Apex Cargo,Air,2026-06-14T08:00:00,2026-06-14T03:00:00,3169,192157,Flat Rack,Tier 3
SH777,Port of Singapore,Port of Hamburg,Atlas Freight,Air,2026-06-22T08:00:00,2026-06-22T08:00:00,6635,186645,Open Top,Tier 3
SH778,Port of Mumbai,Port of Shanghai,Apex Cargo,Rail,2026-06-18T08:00:00,2026-06-21T11:00:00,5035,2540272,Flat Rack,Tier 3
SH779,Port of Mumbai,Port of Sydney,Apex Cargo,Road,2026-06-14T08:00:00,2026-06-20T00:00:00,10115,7258387,Flat Rack,Tier 3
SH780,Port of Tokyo,Port of Singapore,Atlas Freight,Rail,2026-06-15T08:00:00,2026-06-24T19:00:00,14148,4316988,Flat Rack,Tier 2
SH781,Port of Los Angeles,Port of Mumbai,Oceanic Link,Air,2026-06-20T08:00:00,2026-06-20T08:00:00,7138,5850545,Flat Rack,Tier 1
SH782,Port of Tokyo,Port of Shanghai,Swift Logistics,Air,2026-06-03T08:00:00,2026-06-03T06:00:00,5442,2519930,Standard,Tier 1
SH783,Port of Shanghai,Port of Sydney,Swift Logistics,Air,2026-06-03T08:00:00,2026-06-03T03:00:00,2737,5362470,Flat Rack,Tier 3
SH784,Port of Hamburg,Port of Mumbai,Apex Cargo,Air,2026-06-28T08:00:00,2026-06-28T12:00:00,10226,8630504,Reefer,Tier 3
SH785,Port of Rotterdam,Port of Mumbai,Oceanic Link,Rail,2026-06-26T08:00:00,2026-06-30T04:00:00,14666,4841882,Dry Van,Tier 3
SH786,Port of Newark,Port of Dubai,Atlas Freight,Air,2026-06-29T08:00:00,2026-06-29T03:00:00,2486,4587454,Standard,Tier 2
SH787,Port of Los Angeles,Port of New York,Apex Cargo,Rail,2026-06-05T08:00:00,2026-06-07T10:00:00,3494,6017520,Dry Van,Tier 3
SH788,Port of Rotterdam,Port of Sydney,Atlas Freight,Rail,2026-06-06T08:00:00,2026-06-07T11:00:00,2144,7633491,Dry Van,Tier 2
SH789,Port of Rotterdam,Port of London,Swift Logistics,Ocean,2026-06-20T08:00:00,2026-06-30T06:00:00,14720,9722891,Standard,Tier 2
SH790,Port of Tokyo,Port of London,Apex Cargo,Air,2026-06-26T08:00:00,2026-06-26T07:00:00,5662,4058146,Open Top,Tier 3
SH791,Port of Newark,Port of Dubai,Global Trans,Road,2026-06-24T08:00:00,2026-06-24T11:00:00,798,2203548,Open Top,Tier 3
SH792,Port of Rotterdam,Port of Shanghai,Swift Logistics,Rail,2026-06-27T08:00:00,2026-06-30T01:00:00,5826,5960494,Dry Van,Tier 3
SH793,Port of Rotterdam,Port of New York,Global Trans,Road,2026-06-10T08:00:00,2026-06-12T06:00:00,3846,7825679,Open Top,Tier 2
SH794,Port of Los Angeles,Port of Mumbai,Swift Logistics,Rail,2026-06-24T08:00:00,2026-06-30T02:00:00,13115,4770058,Open Top,Tier 3
SH795,Port of Tokyo,Port of Dubai,Apex Cargo,Rail,2026-06-12T08:00:00,2026-06-19T09:00:00,10636,5259995,Reefer,Tier 3
SH796,Port of Rotterdam,Port of Dubai,Apex Cargo,Ocean,2026-06-29T08:00:00,2026-06-30T16:00:00,12833,8295044,Standard,Tier 3
SH797,Port of Mumbai,Port of Singapore,Oceanic Link,Rail,2026-06-26T08:00:00,2026-06-30T01:00:00,13047,6088602,Standard,Tier 3
SH798,Port of Rotterdam,Port of Sydney,Oceanic Link,Road,2026-06-25T08:00:00,2026-06-30T15:00:00,11168,6820161,Open Top,Tier 3
SH799,Port of Singapore,Port of Mumbai,Apex Cargo,Road,2026-06-17T08:00:00,2026-06-21T11:00:00,7508,8749043,Dry Van,Tier 3
SH800,Port of Rotterdam,Port of Shanghai,Atlas Freight,Ocean,2026-06-10T08:00:00,2026-06-14T09:00:00,5280,8059806,Standard,Tier 2
SH801,Port of Rotterdam,Port of Singapore,Apex Cargo,Rail,2026-06-22T08:00:00,2026-06-28T04:00:00,8935,9748623,Standard,Tier 3
SH802,Port of Shanghai,Port of Hamburg,Oceanic Link,Ocean,2026-06-29T08:00:00,2026-06-30T22:00:00,13117,3716569,Standard,Tier 3
SH803,Port of Singapore,Port of New York,Swift Logistics,Rail,2026-06-02T08:00:00,2026-06-08T12:00:00,9364,7884112,Open Top,Tier 2
SH804,Port of Los Angeles,Port of Mumbai,Atlas Freight,Road,2026-06-18T08:00:00,2026-06-23T11:00:00,9193,362579,Standard,Tier 1
SH805,Port of Shanghai,Port of London,Swift Logistics,Rail,2026-06-20T08:00:00,2026-06-28T16:00:00,12528,1574631,Dry Van,Tier 2
SH806,Port of Rotterdam,Port of Dubai,Swift Logistics,Rail,2026-06-16T08:00:00,2026-06-23T08:00:00,10561,7700961,Open Top,Tier 2
SH807,Port of Rotterdam,Port of Singapore,Swift Logistics,Road,2026-06-16T08:00:00,2026-06-23T00:00:00,11794,8338515,Flat Rack,Tier 1
SH808,Port of Mumbai,Port of Dubai,Oceanic Link,Rail,2026-06-04T08:00:00,2026-06-09T18:00:00,8337,1237018,Reefer,Tier 3
SH809,Port of Singapore,Port of Hamburg,Apex Cargo,Road,2026-06-13T08:00:00,2026-06-14T04:00:00,1978,623881,Reefer,Tier 3
SH810,Port of Mumbai,Port of Singapore,Atlas Freight,Rail,2026-06-05T08:00:00,2026-06-13T15:00:00,12427,3351394,Flat Rack,Tier 2
SH811,Port of Mumbai,Port of Hamburg,Global Trans,Ocean,2026-06-27T08:00:00,2026-06-30T11:00:00,6589,4694068,Open Top,Tier 3
SH812,Port of Tokyo,Port of Mumbai,Apex Cargo,Rail,2026-06-21T08:00:00,2026-06-28T06:00:00,10474,600428,Standard,Tier 3
SH813,Port of Tokyo,Port of Hamburg,Atlas Freight,Road,2026-06-18T08:00:00,2026-06-20T15:00:00,4456,9053281,Dry Van,Tier 1
SH814,Port of Los Angeles,Port of New York,Apex Cargo,Air,2026-06-02T08:00:00,2026-06-02T06:00:00,5175,878282,Reefer,Tier 2
SH815,Port of Hamburg,Port of Singapore,Global Trans,Rail,2026-06-21T08:00:00,2026-06-30T03:00:00,13170,5515513,Standard,Tier 2
SH816,Port of Tokyo,Port of Dubai,Atlas Freight,Rail,2026-06-13T08:00:00,2026-06-19T04:00:00,8911,2845126,Standard,Tier 3
SH817,Port of Mumbai,Port of New York,Apex Cargo,Air,2026-06-26T08:00:00,2026-06-26T04:00:00,3624,5632266,Reefer,Tier 3
SH818,Port of Tokyo,Port of Singapore,Apex Cargo,Road,2026-06-15T08:00:00,2026-06-21T07:00:00,10594,3766434,Reefer,Tier 2
SH819,Port of Rotterdam,Port of New York,Atlas Freight,Road,2026-06-04T08:00:00,2026-06-06T07:00:00,3865,3280786,Reefer,Tier 1
SH820,Port of Rotterdam,Port of London,Swift Logistics,Ocean,2026-06-09T08:00:00,2026-06-20T14:00:00,13947,3993439,Flat Rack,Tier 3
SH821,Port of Los Angeles,Port of New York,Apex Cargo,Ocean,2026-06-24T08:00:00,2026-06-25T06:00:00,1516,1559390,Reefer,Tier 1
SH822,Port of Shanghai,Port of London,Atlas Freight,Ocean,2026-06-12T08:00:00,2026-06-14T08:00:00,2813,2877754,Standard,Tier 1
SH823,Port of Shanghai,Port of Mumbai,Atlas Freight,Air,2026-06-23T08:00:00,2026-06-23T12:00:00,10209,3789469,Standard,Tier 1
SH824,Port of Rotterdam,Port of New York,Apex Cargo,Road,2026-06-28T08:00:00,2026-06-30T00:00:00,11788,8345953,Flat Rack,Tier 1
SH825,Port of Singapore,Port of Dubai,Atlas Freight,Road,2026-06-15T08:00:00,2026-06-18T14:00:00,6060,3178411,Dry Van,Tier 2
SH826,Port of Shanghai,Port of Sydney,Atlas Freight,Ocean,2026-06-03T08:00:00,2026-06-09T10:00:00,7735,5637757,Standard,Tier 1
SH827,Port of Singapore,Port of New York,Apex Cargo,Ocean,2026-06-02T08:00:00,2026-06-08T23:00:00,8376,881635,Reefer,Tier 3
